resume_text,openness,conscientiousness,extraversion,agreeableness,emotional_stability
"Product Associate resume. Bachelor of Science. Skills: React, JavaScript, NLP, Node.js, AWS. Experience: delivered 3 projects. Highlights: design thinking; creative experimentation; structured documentation; community events; team workshops; client presentations; mentoring peers; cross-functional collaboration; empathetic communication; steady decision making; deadline management; resilient problem solving.",60,45,79,81,74
"Machine Learning Intern resume. Computer Science degree. Skills: JavaScript, Machine Learning, SQL, Docker, Excel, AWS, Java, TensorFlow. Experience: delivered 4 projects. Highlights: creative experimentation; learning new technologies; design thinking; reliable delivery; structured documentation; stakeholder engagement; team workshops; team support; conflict resolution; adaptable execution.",87,56,66,65,38
"Web Developer resume. Computer Science degree. Skills: Machine Learning, Power BI, React, JavaScript, TensorFlow, SQL. Experience: delivered 1 projects. Highlights: design thinking; curious research; learning new technologies; structured documentation; organized planning; public speaking; empathetic communication; mentoring peers; conflict resolution; adaptable execution.",70,69,43,79,55
"Web Developer resume. Bachelor of Technology. Skills: SQL, React, JavaScript, NLP. Experience: delivered 2 projects. Highlights: creative experimentation; learning new technologies; design thinking; reliable delivery; structured documentation; organized planning; community events; client presentations; conflict resolution; mentoring peers; steady decision making; deadline management.",68,81,67,58,70
"Data Analyst resume. Master of Computer Applications. Skills: SQL, NLP, Python, Java, Machine Learning, Docker. Experience: delivered 1 projects. Highlights: learning new technologies; design thinking; creative experimentation; attention to detail; public speaking; community events; conflict resolution; team support; deadline management.",76,43,64,74,53
"Data Analyst resume. Bachelor of Science. Skills: Power BI, Docker, Java, Excel, C++, Machine Learning. Experience: delivered 4 projects. Highlights: design thinking; innovative ideas; organized planning; reliable delivery; client presentations; empathetic communication; deadline management; adaptable execution; steady decision making.",54,73,41,37,82
"Software Engineer resume. Bachelor of Science. Skills: Power BI, Git, TensorFlow, Docker, JavaScript. Experience: delivered 4 projects. Highlights: learning new technologies; attention to detail; public speaking; team workshops; empathetic communication; cross-functional collaboration; calm under pressure; adaptable execution.",41,43,66,52,58
"Software Engineer resume. Bachelor of Technology. Skills: Git, Java, Power BI, React, Machine Learning, Node.js, Docker, AWS. Experience: delivered 5 projects. Highlights: design thinking; curious research; structured documentation; quality assurance; reliable delivery; stakeholder engagement; community events; team workshops; empathetic communication; conflict resolution; mentoring peers; adaptable execution; calm under pressure.",63,83,67,68,66
"Business Analyst resume. Bachelor of Technology. Skills: TensorFlow, Power BI, C++, Excel, SQL, Machine Learning, Node.js. Experience: delivered 3 projects. Highlights: learning new technologies; creative experimentation; attention to detail; reliable delivery; quality assurance; community events; client presentations; conflict resolution; adaptable execution; calm under pressure; deadline management.",62,81,52,47,71
"Business Analyst resume. Bachelor of Technology. Skills: Power BI, Node.js, C++, NLP, Java, Python, Git, JavaScript. Experience: delivered 3 projects. Highlights: design thinking; learning new technologies; quality assurance; reliable delivery; attention to detail; public speaking; team support; conflict resolution; resilient problem solving; calm under pressure.",70,93,41,63,61
"Web Developer resume. Bachelor of Science. Skills: Python, Power BI, SQL, NLP, JavaScript, Java. Experience: delivered 4 projects. Highlights: creative experimentation; curious research; innovative ideas; organized planning; reliable delivery; attention to detail; team workshops; conflict resolution; steady decision making; adaptable execution.",80,76,35,51,71
"Business Analyst resume. Master of Computer Applications. Skills: Excel, Docker, React, TensorFlow, Git, JavaScript, C++. Experience: delivered 1 projects. Highlights: curious research; learning new technologies; attention to detail; community events; cross-functional collaboration; team support; conflict resolution; resilient problem solving; adaptable execution; deadline management.",57,55,51,92,80
"Product Associate resume. Bachelor of Technology. Skills: TensorFlow, Power BI, Docker, Git, Node.js, JavaScript, Machine Learning. Experience: delivered 3 projects. Highlights: curious research; learning new technologies; design thinking; structured documentation; public speaking; stakeholder engagement; community events; conflict resolution; resilient problem solving.",79,48,79,43,41
"Web Developer resume. Bachelor of Science. Skills: Docker, Git, Excel, TensorFlow, React, NLP, Power BI, AWS. Experience: delivered 3 projects. Highlights: creative experimentation; design thinking; quality assurance; reliable delivery; stakeholder engagement; public speaking; team workshops; team support; conflict resolution; calm under pressure; steady decision making.",63,53,72,49,60
"Software Engineer resume. Bachelor of Technology. Skills: Power BI, Node.js, Java, React, Python. Experience: delivered 1 projects. Highlights: creative experimentation; learning new technologies; organized planning; community events; client presentations; public speaking; mentoring peers; steady decision making.",70,39,77,25,38
"Machine Learning Intern resume. Bachelor of Science. Skills: TensorFlow, SQL, C++, Git, Node.js, Docker, AWS. Experience: delivered 1 projects. Highlights: creative experimentation; design thinking; learning new technologies; quality assurance; attention to detail; structured documentation; community events; empathetic communication; cross-functional collaboration; team support; resilient problem solving; steady decision making; adaptable execution.",72,85,42,71,81
"Data Analyst resume. Bachelor of Technology. Skills: Docker, JavaScript, TensorFlow, Git, SQL, Java, Machine Learning, C++. Experience: delivered 4 projects. Highlights: innovative ideas; organized planning; reliable delivery; attention to detail; team workshops; mentoring peers; cross-functional collaboration; deadline management; resilient problem solving.",53,86,38,60,62
"Web Developer resume. Master of Computer Applications. Skills: TensorFlow, Docker, Node.js, JavaScript. Experience: delivered 4 projects. Highlights: creative experimentation; innovative ideas; curious research; organized planning; stakeholder engagement; empathetic communication; calm under pressure.",76,54,35,38,39
"Machine Learning Intern resume. Master of Computer Applications. Skills: Machine Learning, AWS, Java, TensorFlow, Node.js, Docker, Python, SQL. Experience: delivered 1 projects. Highlights: learning new technologies; design thinking; structured documentation; stakeholder engagement; client presentations; conflict resolution; empathetic communication; cross-functional collaboration; deadline management; adaptable execution; calm under pressure.",68,34,64,75,82
